/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0000.jpg	fresh fish at the market
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0001.jpg	taurus tattoo ... although i am one and like this , i 'd never get one !
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0002.jpg	this composite deck has posts that support an overhang creating a shaded open porch for seating .
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0003.jpg	sun shining over the ocean
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0004.jpg	farmers picking tea on a summer afternoon in tea plantation
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0005.jpg	fashions at awards , photo by person
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0006.jpg	aah old movie posters for sale
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0007.jpg	old washing machine dumped by the side of a road .
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0008.jpg	park bench near a lake
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0009.jpg	flag sticking in a variety of banknotes .
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0010.jpg	tips for creating a home office
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0011.jpg	a green vintage mini driving along a road
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0012.jpg	christmas tree made of flowers of different colors in a green flowerpot on white background with stars - vector
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0013.jpg	hearts and flowers are placed at the flame over the entrance
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0014.jpg	brutal man in a shirt with short sleeves sitting in the chair , his fists clenched , slightly bent , listening attentively
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0015.jpg	vector illustration of abstract icons based on the letter
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0016.jpg	the bride and her father walk from the golf course to the ceremony
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0017.jpg	illustration of a bus driver at work
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0018.jpg	sunrise over a grassy plain , suitable for time lapse
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0019.jpg	yellow taxi and people on the street
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0020.jpg	light rays shine through the dark clouds
/bighome/dkamebley/vlm_mia/experiments/runs/cc3m/shared/images/member_0021.jpg	actor pounds away on his drums at person
